itemid,count,percentage,label,abbreviation,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue,type,is_in_extract
227948,28494,0.3893633593419057,Restraint Device (Non-violent),Restraint Device (Non-violent),chartevents,Restraint/Support Systems,,Text,,,8.0,0
227950,28448,0.38873478088574903,Restraint Location,Restraint Location,chartevents,Restraint/Support Systems,,Text,,,10.0,0
220056,28363,0.38757327721676393,Arterial Blood Pressure Alarm - Low,ABP Alarm - Low,chartevents,Alarms,mmHg,Numeric,,,,0
227239,28354,0.38745029447534196,ABP Alarm Source,ABP Alarm Source,chartevents,Alarms,,Text,,,3.0,0
224373,28342,0.38728631748677933,Sputum Amount,Sputum Amount,chartevents,Respiratory,,Text,,,5.0,0
220058,28337,0.3872179937415449,Arterial Blood Pressure Alarm - High,ABP Alarm - High,chartevents,Alarms,mmHg,Numeric,,,,0
224738,28202,0.38537325262021566,Inspiratory Time,IT,chartevents,Respiratory,sec,Numeric,,,,0
227951,27826,0.3802353069785873,Circulation/Skin Integrity,Circulation/Skin Integrity,chartevents,Restraint/Support Systems,,Text,,,5.0,0
227959,27802,0.3799073530014621,Restraints Evaluated,Restraints Evaluated,chartevents,Restraint/Support Systems,,Text,,,3.0,0
227957,27775,0.37953840477719625,Signs of Injury from Intervention,Signs of Injury from Intervention,chartevents,Restraint/Support Systems,,Text,,,2.0,0
227947,27742,0.3790874680586491,Reason for Restraint (Non-violent),Reason for Restraint (Non-violent),chartevents,Restraint/Support Systems,,Text,,,4.0,0
220052,27737,0.37901914431341466,Arterial Blood Pressure mean,ABPm,chartevents,Routine Vital Signs,mmHg,Numeric,,,,1
227954,27662,0.3779942881348984,Status and Comfort,Status and Comfort,chartevents,Restraint/Support Systems,,Text,,,4.0,0
227961,27646,0.37777565215014824,Side  Rails,Side  Rails,chartevents,Restraint/Support Systems,,Text,,,3.0,0
227946,27636,0.3776390046596794,Restraint Ordered (Non-violent),Restraint Ordered (Non-violent),chartevents,Restraint/Support Systems,,Text,,,2.0,0
224688,27622,0.37744769817302304,Respiratory Rate (Set),Respiratory Rate (Set),chartevents,Respiratory,insp/min,Numeric,,,,1
224289,27589,0.3769967614544759,Arterial line Site Appear,Arterial line Site Appear,chartevents,Access Lines - Invasive,,Text,,,14.0,0
227952,27570,0.3767371312225851,Position Change,Position Change,chartevents,Restraint/Support Systems,,Text,,,2.0,0
223837,27570,0.3767371312225851,ETT Size (ID),ETT Size (ID),chartevents,Respiratory,,Text,,,14.0,0
223838,27552,0.3764911657397412,ETT Location,ETT Location,chartevents,Respiratory,,Text,,,7.0,0
220051,27527,0.3761495470135691,Arterial Blood Pressure diastolic,ABPd,chartevents,Routine Vital Signs,mmHg,Numeric,60.0,90.0,,1
224832,27525,0.3761222175154753,ETT Type,ETT Type,chartevents,Respiratory,,Text,,,6.0,0
227956,27521,0.3760675585192878,Urinal/Bedpan,Urinal/Bedpan,chartevents,Restraint/Support Systems,,Text,,,3.0,0
220050,27519,0.37604022902119405,Arterial Blood Pressure systolic,ABPs,chartevents,Routine Vital Signs,mmHg,Numeric,90.0,140.0,,1
224415,27518,0.37602656427214715,ETT Mark (cm),ETT Mark (cm),chartevents,Respiratory,,Text,,,14.0,0
225059,27502,0.375807928287397,Past medical history,PMH,chartevents,Adm History/FHPA,,Text,,,14.0,0
224684,27489,0.37563028654978753,Tidal Volume (set),Tidal Volume (set),chartevents,Respiratory,mL,Numeric,299.0,750.0,,1
227955,27473,0.3754116505650374,Food and Fluid,Food and Fluid,chartevents,Restraint/Support Systems,,Text,,,6.0,0
224291,27468,0.375343326819803,Arterial line Waveform Appear,Arterial line Waveform Appear,chartevents,Access Lines - Invasive,,Text,,,5.0,0
227960,27454,0.3751520203331466,Patient/Family Informed,Patient/Family Informed,chartevents,Restraint/Support Systems,,Text,,,3.0,0
227958,27349,0.3737172216832238,Less Restrictive Measures,Less Restrictive Measures,chartevents,Restraint/Support Systems,,Text,,,14.0,0
224372,27324,0.3733756029570517,Sputum Source,Sputum Source,chartevents,Respiratory,,Text,,,3.0,0
227953,27256,0.3724464000218636,Range of Motion,Range of Motion,chartevents,Restraint/Support Systems,,Text,,,2.0,0
227949,26914,0.3677730558478294,Face to Face Eval (Non-violent),Face to Face Eval (Non-violent),chartevents,Restraint/Support Systems,,Text,,,2.0,0
225131,26872,0.3671991363878602,Teaching directed toward,Teaching directed toward,chartevents,Adm History/FHPA,,Text,,,4.0,0
226107,26809,0.3663382571979066,Arterial Line placed in outside facility,Arterial Line placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,,,0
224848,26792,0.36610595646410954,Incision Appearance #1,Incision Appearance #1,chartevents,Skin - Incisions,,Text,,,7.0,0
226169,26704,0.3649034585479838,Subglottal Suctioning,Subglottal Suctioning,chartevents,Treatments,,Checkbox,,,,0
225210,26518,0.3623618152252634,Arterial Line Zero/Calibrate,Arterial Line Zero/Calibrate,chartevents,Access Lines - Invasive,,Checkbox,,,,0
224259,26151,0.35734685232505703,Impaired Skin Drainage #1,Site Drainage #1,chartevents,Skin - Impairment,,Text,,,9.0,0
224041,25967,0.35483253850043045,Incision Drainage #1,Incision Drainage #1,chartevents,Skin - Incisions,,Text,,,9.0,0
229369,25611,0.3499678878397398,Acuity Workload Question 1,Acuity Workload Question 1,chartevents,Care Plans,,Text,,,3.0,0
229370,25601,0.349831240349271,Acuity Workload Question 2,Acuity Workload Question 2,chartevents,Care Plans,,Text,,,3.0,0
224701,25592,0.349708257607849,PSV Level,PSV Level,chartevents,Respiratory,cmH2O,Numeric,,,,0
224040,25394,0.34700263729656605,Incision Closure #1,Incision Closure #1,chartevents,Skin - Incisions,,Text,,,9.0,0
224075,25243,0.3449392601904866,Education Readiness,Education Readiness,chartevents,Restraint/Support Systems,,Text,,,2.0,0
228394,25174,0.34399639250625164,Orientation to Person,Orientation to Person,chartevents,Neurological,,Text,,,4.0,0
227456,25136,0.34347713204247005,Albumin,Albumin,chartevents,Labs,None,Numeric with tag,,,,1
228395,25090,0.3428485535863134,Orientation to Place,Orientation to Place,chartevents,Neurological,,Text,,,4.0,0
220632,25084,0.34276656509203207,LDH,LDH,chartevents,Labs,None,Numeric,,,,0
228396,25045,0.34223363987920363,Orientation to Time,Orientation to Time,chartevents,Neurological,,Text,,,4.0,0
224696,24788,0.3387217993741545,Plateau Pressure,Plateau Pressure,chartevents,Respiratory,cmH2O,Numeric,,31.0,,1
224686,24781,0.3386261461308263,Tidal Volume (spontaneous),Tidal Volume (spontaneous),chartevents,Respiratory,mL,Numeric,299.0,750.0,,1
225280,24772,0.33850316338940434,Called Out,Called Out,chartevents,General,,Checkbox,,,,0
228400,24276,0.33172544786215,Visual Field Cut,Visual Field Cut,chartevents,Neurological,,Text,,,3.0,0
225188,23841,0.3257812820267556,Cough/Deep Breath,Cough/Deep Breath,chartevents,Treatments,,Checkbox,,,,0
224370,23835,0.3256992935324743,Sputum Color,Sputum Color,chartevents,Respiratory,,Text,,,9.0,0
223849,23549,0.3217911753050655,Ventilator Mode,Ventilator Mode,chartevents,Respiratory,,Text,,,40.0,0
227565,23529,0.32151788032412787,Ventilator Tank #1,Ventilator Tank #1,chartevents,Respiratory,None,Numeric,,,,0
220734,23526,0.3214768860769872,PH (dipstick),PH (dipstick),chartevents,Labs,None,Numeric,,,,0
227566,23514,0.3213129090884246,Ventilator Tank #2,Ventilator Tank #2,chartevents,Respiratory,None,Numeric,,,,0
224009,23513,0.32129924433937773,GI #1 Tube Drainage,GI #1 Tube Drainage,chartevents,GI/GU,,Text,,,11.0,0
224369,23463,0.3206160068870335,Sputum Consistency,Sputum Consistency,chartevents,Respiratory,,Text,,,5.0,0
227429,23355,0.31914021398997006,Troponin-T,Troponin-T,chartevents,Labs,None,Numeric with tag,,,,1
229381,23253,0.3177464095871879,Orientation,Orientation,chartevents,Neurological,,Text,,,7.0,0
227471,22967,0.3138382913597792,Specific Gravity (urine),Specific Gravity (urine),chartevents,Labs,None,Numeric with tag,,,,0
228337,22591,0.30870034571815086,CAM-ICU MS Change,CAM-ICU MS Change,chartevents,Pain/Sedation,,Text,,,3.0,0
225070,22351,0.3054208059468988,Unable to assess psychological,Unable to assess psychological,chartevents,Adm History/FHPA,,Checkbox,,,,0
220274,22329,0.30512018146786735,PH (Venous),PH (Venous),chartevents,Labs,None,Numeric,,,,1
224700,22286,0.30453259725885135,Total PEEP Level,Total PEEP Level,chartevents,Respiratory,cmH2O,Numeric,,,,1
224565,22167,0.30290649212227216,Surrounding Tissue #1,Surrounding Tissue #1,chartevents,Skin - Impairment,,Text,,,7.0,0
228307,21820,0.2981648242030035,GI #1 Tube Place Check,GI #1 Tube Place Check,chartevents,GI/GU,,Text,,,3.0,0
227464,21552,0.29450267145843867,Potassium (whole blood),Potassium (whole blood),chartevents,Labs,None,Numeric with tag,,,,1
224281,21390,0.2922889821128435,Multi Lumen Site Appear,Multi Lumen Site Appear,chartevents,Access Lines - Invasive,,Text,,,14.0,0
223898,21322,0.2913597791776554,Orientation,Orientation,chartevents,Neurological,,Text,,,5.0,0
226104,21315,0.2912641259343272,Level of Consciousness,Level of Consciousness,chartevents,Neurological,,Text,,,7.0,0
223902,21258,0.2904852352386548,Speech,Speech,chartevents,Neurological,,Text,,,7.0,0
226537,21171,0.289296402071576,Glucose (whole blood),Glucose (whole blood),chartevents,Labs,None,Numeric,,,,1
223911,21042,0.287533649444528,Spontaneous Movement,Spontaneous Movement,chartevents,Neurological,,Text,,,3.0,0
224850,20937,0.2860988507946052,Incision Drainage Amount #1,Incision Drainage Amount #1,chartevents,Skin - Incisions,,Text,,,7.0,0
225634,20821,0.28451373990516665,CK (CPK),CK (CPK),chartevents,Labs,None,Numeric,,,,0
224847,20804,0.2842814391713696,Impaired Skin Drainage Amount #1,Site Drainage Amount #1,chartevents,Skin - Impairment,,Text,,,7.0,0
223916,20797,0.28418578592804145,Response to Stimuli (Type),Response to Stimuli (Type),chartevents,Neurological,,Text,,,4.0,0
224756,20707,0.2829559585138219,Response,Response,chartevents,Neurological,,Text,,,5.0,0
227445,20629,0.28189010808816495,CK-MB,CK-MB,chartevents,Labs,None,Numeric with tag,,,,0
228404,20373,0.2783919323321627,Motor L Arm,Motor L Arm,chartevents,Neurological,,Text,,,6.0,0
226113,20371,0.27836460283406894,Multi Lumen placed in outside facility,Multi Lumen placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,,,0
228406,20368,0.2783236085869283,Motor R Arm,Motor R Arm,chartevents,Neurological,,Text,,,6.0,0
228405,20343,0.27798198986075623,Motor L Leg,Motor L Leg,chartevents,Neurological,,Text,,,6.0,0
228407,20327,0.2777633538760061,Motor R Leg,Motor R Leg,chartevents,Neurological,,Text,,,6.0,0
226814,20284,0.2771757696669901,Known difficult intubation,Known difficult intubation,chartevents,Respiratory,,Text,,,3.0,0
225117,20152,0.27537202279280143,Unable to assess nutrition / education,Unable to assess nutrition / education,chartevents,Adm History/FHPA,,Checkbox,,,,0
227292,19967,0.2728440442191279,Arterial Line Dressing Occlusive,Arterial Line Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,,,0
225133,19875,0.27158688730681463,Discharge needs,Discharge needs,chartevents,Adm History/FHPA,,Checkbox,,,,0
226871,19542,0.26703652587420235,Expiratory Ratio,Expiratory Ratio,chartevents,Respiratory,None,Numeric,,,,0
226873,19542,0.26703652587420235,Inspiratory Ratio,Inspiratory Ratio,chartevents,Respiratory,None,Numeric,,,,0
229354,19482,0.2662166409313893,Foley Cath Insertion Location,Indwelling Urinary Cath Insertion Location,chartevents,GI/GU,,Text,,,7.0,0
228308,19465,0.26598434019759226,GI #1 Tube Place Method,GI #1 Tube Place Method,chartevents,GI/GU,,Text,,,3.0,0
223917,19384,0.26487749552479467,RU Strength/Movement,RU Strength/Movement,chartevents,Neurological,,Text,,,6.0,0
223919,19379,0.26480917177956026,LU Strength/Movement,LU Strength/Movement,chartevents,Neurological,,Text,,,6.0,0
223918,19371,0.2646998537871852,RL Strength/Movement,RL Strength/Movement,chartevents,Neurological,,Text,,,6.0,0
223920,19360,0.26454954154766946,LL Strength/Movement,LL Strength/Movement,chartevents,Neurological,,Text,,,6.0,0
228401,19293,0.26363400336152826,Pronator Drift,Pronator Drift,chartevents,Neurological,,Text,,,3.0,0
224417,19104,0.2610513657916672,Cuff Pressure,Cuff Pressure,chartevents,Respiratory,cmH2O,Numeric,,30.0,,0
224226,19045,0.2602451455979011,Impaired Skin Wound Base #1,Site/Wound Base #1,chartevents,Skin - Impairment,,Text,,,7.0,0
225187,18989,0.2594799196512756,Back Care,Back Care,chartevents,Treatments,,Checkbox,,,,0
225185,18938,0.2587830174498845,Skin Care,Skin Care,chartevents,Treatments,,Checkbox,,,,0
228496,18933,0.2587146937046501,Impaired Skin #1- Location,Impaired Skin #1- Location,chartevents,Skin - Impairment,,Text,,,95.0,0
228559,18841,0.2574575367923368,Incision #1- Location,Incision #1- Location,chartevents,Skin - Incisions,,Text,,,94.0,0
225135,18578,0.2538637077930064,Consults,Consults,chartevents,Adm History/FHPA,,Text,,,17.0,0
224564,18242,0.24927235211325344,Impaired Skin Odor #1,Odor #1,chartevents,Skin - Impairment,,Checkbox,,,,0
225129,18236,0.24919036361897215,Unable to assess teaching / learning needs,Unable to assess teaching / learning needs,chartevents,Adm History/FHPA,,Checkbox,,,,0
228571,18211,0.24884874489280004,Incision #1- Treatment,Incision #1- Treatment,chartevents,Skin - Incisions,,Text,,,34.0,0
225091,18200,0.2486984326532843,Unable to assess activity / mobility,Unable to assess activity / mobility,chartevents,Adm History/FHPA,,Checkbox,,,,0
227756,18110,0.24746860523906478,Multi Lumen Placement Confirmed by X-ray,Multi Lumen Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,,3.0,0
228594,17471,0.23873683059810608,Incision #1- Dressing Status,Incision #1- Dressing Status,chartevents,Skin - Incisions,,Text,,,5.0,0
227468,17426,0.2381219168909963,Fibrinogen,Fibrinogen,chartevents,Labs,None,Numeric with tag,,,,1
228334,17250,0.23571692105874475,CAM-ICU Altered LOC,CAM-ICU Altered LOC,chartevents,Pain/Sedation,,Text,,,2.0,0
228529,17221,0.23532064333638514,Impaired Skin #1- Treatment,Impaired Skin #1- Treatment,chartevents,Skin - Impairment,,Text,,,31.0,0
227369,17069,0.2332436014812588,22 Gauge Dressing Occlusive,22 Gauge Dressing Occlusive,chartevents,Access Lines - Peripheral,,Checkbox,,,,0
226139,16969,0.23187712657657042,22 Gauge placed in outside facility,22 Gauge placed in outside facility,chartevents,Access Lines - Peripheral,,Checkbox,,,,0
220227,16937,0.23143985460707014,Arterial O2 Saturation,SaO2,chartevents,Labs,%,Numeric,,,,1
224012,16920,0.23120755387327313,Stool Management,Stool Management,chartevents,GI/GU,,Text,,,11.0,0
225231,16858,0.23036033943236633,20 Gauge Site Appear,20 Gauge Site Appear,chartevents,Access Lines - Peripheral,,Text,,,14.0,0
226534,16715,0.22840628031866195,Sodium (whole blood),Sodium (whole blood),chartevents,Labs,None,Numeric,,,,1
225813,16698,0.22817397958486493,Baseline pain level,Baseline pain level,chartevents,Adm History/FHPA,,Text,,,12.0,0
225090,16581,0.22657520394637953,Interpreter,Interpreter,chartevents,Adm History/FHPA,,Text,,,3.0,0
220074,16482,0.22522239379073802,Central Venous Pressure,CVP,chartevents,Hemodynamics,mmHg,Numeric,,,,1
225086,16280,0.22246211448326753,Unable to assess cognitive / perceptual,Unable to assess cognitive / perceptual,chartevents,Adm History/FHPA,,Checkbox,,,,0
226063,15964,0.21814405378445226,Venous O2 Pressure,PO2 (Venous),chartevents,Labs,mmHg,Numeric,,,,0
223679,15962,0.21811672428635848,TCO2 (calc) Venous,TCO2 (calc) Venous,chartevents,Labs,None,Numeric,,,,1
226062,15959,0.21807573003921782,Venous CO2 Pressure,PCO2 (Venous),chartevents,Labs,mmHg,Numeric,,,,1
226540,15917,0.21750181057924872,Hematocrit (whole blood - calc),Hematocrit (whole blood - calc),chartevents,Labs,None,Numeric,,,,0
224085,15719,0.21479619026796573,Assistance Device,Assistance Device,chartevents,Treatments,,Text,,,13.0,0
228924,15701,0.2145502247851218,Impaired Tissue Perfusion NCP - Expected outcomes,ITP NCP - Expected outcomes,chartevents,Care Plans,,Text,,,15.0,0
228928,15699,0.21452289528702806,Impaired Tissue Perfusion NCP - Interventions,ITP NCP - Interventions,chartevents,Care Plans,,Text,,,24.0,0
224391,15565,0.21269181891474562,ETT Mark (location),ETT Mark (location),chartevents,Respiratory,,Text,,,3.0,0
224283,15492,0.21169429223432312,Multi Lumen Waveform Appear,Multi Lumen Waveform Appear,chartevents,Access Lines - Invasive,,Text,,,6.0,0
229325,15372,0.21005452234869706,CAM-ICU Inattention,CAM-ICU Inattention,chartevents,Pain/Sedation,,Text,,,4.0,0
226185,15308,0.20917997840969652,ICU Consent Signed,ICU Consent Signed,chartevents,General,,Checkbox,,,,0
228101,15134,0.20680231207553873,22 Gauge placed in the field,22 Gauge placed in the field,chartevents,Access Lines - Peripheral,,Checkbox,,,,0
229101,15128,0.20672032358125744,Impaired Tissue Perfusion NCP - Problem resolved,ITP NCP - Problem resolved,chartevents,Care Plans,,Text,,,2.0,0
225175,15046,0.20559981415941297,See chart for initial patient assessment,See chart for initial patient assessment,chartevents,Adm History/FHPA,,Checkbox,,,,0
225313,14960,0.20442464574138097,Bed Bath,Bed Bath,chartevents,Treatments,,Checkbox,,,,0
225189,14928,0.20398737377188067,Incentive Spirometry,Incentive Spirometry,chartevents,Treatments,,Checkbox,,,,0
228902,14820,0.20251158087481724,Altered Respiratory Status NCP - Expected outcomes,ARS NCP - Expected outcomes,chartevents,Care Plans,,Text,,,8.0,0
227375,14796,0.20218362689769204,Daily Wake Up,Daily Wake Up,chartevents,Pain/Sedation,,Text,,,2.0,0
224422,14793,0.20214263265055138,Spont RR,Spont RR,chartevents,Respiratory,bpm,Numeric,,,,1
224421,14786,0.2020469794072232,Spont Vt,Spont Vt,chartevents,Respiratory,mL,Numeric,,,,0
228905,14783,0.20200598516008253,Altered Respiratory Status NCP - Interventions,ARS NCP - Interventions,chartevents,Care Plans,,Text,,,31.0,0
229100,14673,0.20050286276492532,Impaired Tissue Perfusion NCP - Plan revised,ITP NCP - Plan revised,chartevents,Care Plans,,Text,,,2.0,0
225105,14599,0.19949167133545592,Unable to assess habits,Unable to assess habits,chartevents,Adm History/FHPA,,Checkbox,,,,0
223780,14592,0.19939601809212773,Daily Wake Up Deferred,Daily Wake Up Deferred,chartevents,Pain/Sedation,,Text,,,11.0,0
226536,14547,0.19878110438501798,Chloride (whole blood),Chloride (whole blood),chartevents,Labs,None,Numeric,,,,1
220073,14544,0.19874011013787732,Central Venous Pressure  Alarm - Low,CVP Alarm - Low,chartevents,Alarms,mmHg,Numeric,,,,0
220072,14512,0.19830283816837704,Central Venous Pressure Alarm - High,CVP Alarm - High,chartevents,Alarms,mmHg,Numeric,,,,0
228890,14354,0.1961438078189694,Pain NCP - Interventions,Pain NCP - Interventions,chartevents,Care Plans,,Text,,,10.0,0
