count,percentage,itemid,label,abbreviation,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue
27527,0.3761495470135691,220051,Arterial Blood Pressure diastolic,ABPd,chartevents,Routine Vital Signs,mmHg,Numeric,60.0,90.0
27525,0.3761222175154753,224832,ETT Type,ETT Type,chartevents,Respiratory,,Text,,
27521,0.3760675585192878,227956,Urinal/Bedpan,Urinal/Bedpan,chartevents,Restraint/Support Systems,,Text,,
27519,0.37604022902119405,220050,Arterial Blood Pressure systolic,ABPs,chartevents,Routine Vital Signs,mmHg,Numeric,90.0,140.0
27518,0.37602656427214715,224415,ETT Mark (cm),ETT Mark (cm),chartevents,Respiratory,,Text,,
27502,0.375807928287397,225059,Past medical history,PMH,chartevents,Adm History/FHPA,,Text,,
27489,0.37563028654978753,224684,Tidal Volume (set),Tidal Volume (set),chartevents,Respiratory,mL,Numeric,299.0,750.0
27473,0.3754116505650374,227955,Food and Fluid,Food and Fluid,chartevents,Restraint/Support Systems,,Text,,
27468,0.375343326819803,224291,Arterial line Waveform Appear,Arterial line Waveform Appear,chartevents,Access Lines - Invasive,,Text,,
27454,0.3751520203331466,227960,Patient/Family Informed,Patient/Family Informed,chartevents,Restraint/Support Systems,,Text,,
27349,0.3737172216832238,227958,Less Restrictive Measures,Less Restrictive Measures,chartevents,Restraint/Support Systems,,Text,,
27324,0.3733756029570517,224372,Sputum Source,Sputum Source,chartevents,Respiratory,,Text,,
27256,0.3724464000218636,227953,Range of Motion,Range of Motion,chartevents,Restraint/Support Systems,,Text,,
26914,0.3677730558478294,227949,Face to Face Eval (Non-violent),Face to Face Eval (Non-violent),chartevents,Restraint/Support Systems,,Text,,
26872,0.3671991363878602,225131,Teaching directed toward,Teaching directed toward,chartevents,Adm History/FHPA,,Text,,
26809,0.3663382571979066,226107,Arterial Line placed in outside facility,Arterial Line placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,
26792,0.36610595646410954,224848,Incision Appearance #1,Incision Appearance #1,chartevents,Skin - Incisions,,Text,,
26704,0.3649034585479838,226169,Subglottal Suctioning,Subglottal Suctioning,chartevents,Treatments,,Checkbox,,
26518,0.3623618152252634,225210,Arterial Line Zero/Calibrate,Arterial Line Zero/Calibrate,chartevents,Access Lines - Invasive,,Checkbox,,
26151,0.35734685232505703,224259,Impaired Skin Drainage #1,Site Drainage #1,chartevents,Skin - Impairment,,Text,,
25967,0.35483253850043045,224041,Incision Drainage #1,Incision Drainage #1,chartevents,Skin - Incisions,,Text,,
25611,0.3499678878397398,229369,Acuity Workload Question 1,Acuity Workload Question 1,chartevents,Care Plans,,Text,,
25601,0.349831240349271,229370,Acuity Workload Question 2,Acuity Workload Question 2,chartevents,Care Plans,,Text,,
25592,0.349708257607849,224701,PSV Level,PSV Level,chartevents,Respiratory,cmH2O,Numeric,,
25394,0.34700263729656605,224040,Incision Closure #1,Incision Closure #1,chartevents,Skin - Incisions,,Text,,
25243,0.3449392601904866,224075,Education Readiness,Education Readiness,chartevents,Restraint/Support Systems,,Text,,
25174,0.34399639250625164,228394,Orientation to Person,Orientation to Person,chartevents,Neurological,,Text,,
25136,0.34347713204247005,227456,Albumin,Albumin,chartevents,Labs,None,Numeric with tag,,
25090,0.3428485535863134,228395,Orientation to Place,Orientation to Place,chartevents,Neurological,,Text,,
25084,0.34276656509203207,220632,LDH,LDH,chartevents,Labs,None,Numeric,,
25045,0.34223363987920363,228396,Orientation to Time,Orientation to Time,chartevents,Neurological,,Text,,
24788,0.3387217993741545,224696,Plateau Pressure,Plateau Pressure,chartevents,Respiratory,cmH2O,Numeric,,31.0
24781,0.3386261461308263,224686,Tidal Volume (spontaneous),Tidal Volume (spontaneous),chartevents,Respiratory,mL,Numeric,299.0,750.0
24772,0.33850316338940434,225280,Called Out,Called Out,chartevents,General,,Checkbox,,
24276,0.33172544786215,228400,Visual Field Cut,Visual Field Cut,chartevents,Neurological,,Text,,
23841,0.3257812820267556,225188,Cough/Deep Breath,Cough/Deep Breath,chartevents,Treatments,,Checkbox,,
23835,0.3256992935324743,224370,Sputum Color,Sputum Color,chartevents,Respiratory,,Text,,
23549,0.3217911753050655,223849,Ventilator Mode,Ventilator Mode,chartevents,Respiratory,,Text,,
23529,0.32151788032412787,227565,Ventilator Tank #1,Ventilator Tank #1,chartevents,Respiratory,None,Numeric,,
23526,0.3214768860769872,220734,PH (dipstick),PH (dipstick),chartevents,Labs,None,Numeric,,
23514,0.3213129090884246,227566,Ventilator Tank #2,Ventilator Tank #2,chartevents,Respiratory,None,Numeric,,
23513,0.32129924433937773,224009,GI #1 Tube Drainage,GI #1 Tube Drainage,chartevents,GI/GU,,Text,,
23463,0.3206160068870335,224369,Sputum Consistency,Sputum Consistency,chartevents,Respiratory,,Text,,
23355,0.31914021398997006,227429,Troponin-T,Troponin-T,chartevents,Labs,None,Numeric with tag,,
23253,0.3177464095871879,229381,Orientation,Orientation,chartevents,Neurological,,Text,,
22967,0.3138382913597792,227471,Specific Gravity (urine),Specific Gravity (urine),chartevents,Labs,None,Numeric with tag,,
22591,0.30870034571815086,228337,CAM-ICU MS Change,CAM-ICU MS Change,chartevents,Pain/Sedation,,Text,,
22351,0.3054208059468988,225070,Unable to assess psychological,Unable to assess psychological,chartevents,Adm History/FHPA,,Checkbox,,
22329,0.30512018146786735,220274,PH (Venous),PH (Venous),chartevents,Labs,None,Numeric,,
22286,0.30453259725885135,224700,Total PEEP Level,Total PEEP Level,chartevents,Respiratory,cmH2O,Numeric,,
22167,0.30290649212227216,224565,Surrounding Tissue #1,Surrounding Tissue #1,chartevents,Skin - Impairment,,Text,,
21820,0.2981648242030035,228307,GI #1 Tube Place Check,GI #1 Tube Place Check,chartevents,GI/GU,,Text,,
21552,0.29450267145843867,227464,Potassium (whole blood),Potassium (whole blood),chartevents,Labs,None,Numeric with tag,,
21390,0.2922889821128435,224281,Multi Lumen Site Appear,Multi Lumen Site Appear,chartevents,Access Lines - Invasive,,Text,,
21322,0.2913597791776554,223898,Orientation,Orientation,chartevents,Neurological,,Text,,
21315,0.2912641259343272,226104,Level of Consciousness,Level of Consciousness,chartevents,Neurological,,Text,,
21258,0.2904852352386548,223902,Speech,Speech,chartevents,Neurological,,Text,,
21171,0.289296402071576,226537,Glucose (whole blood),Glucose (whole blood),chartevents,Labs,None,Numeric,,
21042,0.287533649444528,223911,Spontaneous Movement,Spontaneous Movement,chartevents,Neurological,,Text,,
20937,0.2860988507946052,224850,Incision Drainage Amount #1,Incision Drainage Amount #1,chartevents,Skin - Incisions,,Text,,
20821,0.28451373990516665,225634,CK (CPK),CK (CPK),chartevents,Labs,None,Numeric,,
20804,0.2842814391713696,224847,Impaired Skin Drainage Amount #1,Site Drainage Amount #1,chartevents,Skin - Impairment,,Text,,
20797,0.28418578592804145,223916,Response to Stimuli (Type),Response to Stimuli (Type),chartevents,Neurological,,Text,,
20707,0.2829559585138219,224756,Response,Response,chartevents,Neurological,,Text,,
20629,0.28189010808816495,227445,CK-MB,CK-MB,chartevents,Labs,None,Numeric with tag,,
20373,0.2783919323321627,228404,Motor L Arm,Motor L Arm,chartevents,Neurological,,Text,,
20371,0.27836460283406894,226113,Multi Lumen placed in outside facility,Multi Lumen placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,
20368,0.2783236085869283,228406,Motor R Arm,Motor R Arm,chartevents,Neurological,,Text,,
20343,0.27798198986075623,228405,Motor L Leg,Motor L Leg,chartevents,Neurological,,Text,,
20327,0.2777633538760061,228407,Motor R Leg,Motor R Leg,chartevents,Neurological,,Text,,
20284,0.2771757696669901,226814,Known difficult intubation,Known difficult intubation,chartevents,Respiratory,,Text,,
20152,0.27537202279280143,225117,Unable to assess nutrition / education,Unable to assess nutrition / education,chartevents,Adm History/FHPA,,Checkbox,,
19967,0.2728440442191279,227292,Arterial Line Dressing Occlusive,Arterial Line Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,
19875,0.27158688730681463,225133,Discharge needs,Discharge needs,chartevents,Adm History/FHPA,,Checkbox,,
19542,0.26703652587420235,226871,Expiratory Ratio,Expiratory Ratio,chartevents,Respiratory,None,Numeric,,
19542,0.26703652587420235,226873,Inspiratory Ratio,Inspiratory Ratio,chartevents,Respiratory,None,Numeric,,
19482,0.2662166409313893,229354,Foley Cath Insertion Location,Indwelling Urinary Cath Insertion Location,chartevents,GI/GU,,Text,,
19465,0.26598434019759226,228308,GI #1 Tube Place Method,GI #1 Tube Place Method,chartevents,GI/GU,,Text,,
19384,0.26487749552479467,223917,RU Strength/Movement,RU Strength/Movement,chartevents,Neurological,,Text,,
19379,0.26480917177956026,223919,LU Strength/Movement,LU Strength/Movement,chartevents,Neurological,,Text,,
19371,0.2646998537871852,223918,RL Strength/Movement,RL Strength/Movement,chartevents,Neurological,,Text,,
19360,0.26454954154766946,223920,LL Strength/Movement,LL Strength/Movement,chartevents,Neurological,,Text,,
19293,0.26363400336152826,228401,Pronator Drift,Pronator Drift,chartevents,Neurological,,Text,,
19104,0.2610513657916672,224417,Cuff Pressure,Cuff Pressure,chartevents,Respiratory,cmH2O,Numeric,,30.0
19045,0.2602451455979011,224226,Impaired Skin Wound Base #1,Site/Wound Base #1,chartevents,Skin - Impairment,,Text,,
18989,0.2594799196512756,225187,Back Care,Back Care,chartevents,Treatments,,Checkbox,,
18938,0.2587830174498845,225185,Skin Care,Skin Care,chartevents,Treatments,,Checkbox,,
18933,0.2587146937046501,228496,Impaired Skin #1- Location,Impaired Skin #1- Location,chartevents,Skin - Impairment,,Text,,
18841,0.2574575367923368,228559,Incision #1- Location,Incision #1- Location,chartevents,Skin - Incisions,,Text,,
18578,0.2538637077930064,225135,Consults,Consults,chartevents,Adm History/FHPA,,Text,,
18242,0.24927235211325344,224564,Impaired Skin Odor #1,Odor #1,chartevents,Skin - Impairment,,Checkbox,,
18236,0.24919036361897215,225129,Unable to assess teaching / learning needs,Unable to assess teaching / learning needs,chartevents,Adm History/FHPA,,Checkbox,,
18211,0.24884874489280004,228571,Incision #1- Treatment,Incision #1- Treatment,chartevents,Skin - Incisions,,Text,,
18200,0.2486984326532843,225091,Unable to assess activity / mobility,Unable to assess activity / mobility,chartevents,Adm History/FHPA,,Checkbox,,
18110,0.24746860523906478,227756,Multi Lumen Placement Confirmed by X-ray,Multi Lumen Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,
17471,0.23873683059810608,228594,Incision #1- Dressing Status,Incision #1- Dressing Status,chartevents,Skin - Incisions,,Text,,
17426,0.2381219168909963,227468,Fibrinogen,Fibrinogen,chartevents,Labs,None,Numeric with tag,,
17250,0.23571692105874475,228334,CAM-ICU Altered LOC,CAM-ICU Altered LOC,chartevents,Pain/Sedation,,Text,,
17221,0.23532064333638514,228529,Impaired Skin #1- Treatment,Impaired Skin #1- Treatment,chartevents,Skin - Impairment,,Text,,
17069,0.2332436014812588,227369,22 Gauge Dressing Occlusive,22 Gauge Dressing Occlusive,chartevents,Access Lines - Peripheral,,Checkbox,,
16969,0.23187712657657042,226139,22 Gauge placed in outside facility,22 Gauge placed in outside facility,chartevents,Access Lines - Peripheral,,Checkbox,,
16937,0.23143985460707014,220227,Arterial O2 Saturation,SaO2,chartevents,Labs,%,Numeric,,
16920,0.23120755387327313,224012,Stool Management,Stool Management,chartevents,GI/GU,,Text,,
16858,0.23036033943236633,225231,20 Gauge Site Appear,20 Gauge Site Appear,chartevents,Access Lines - Peripheral,,Text,,
16715,0.22840628031866195,226534,Sodium (whole blood),Sodium (whole blood),chartevents,Labs,None,Numeric,,
16698,0.22817397958486493,225813,Baseline pain level,Baseline pain level,chartevents,Adm History/FHPA,,Text,,
16581,0.22657520394637953,225090,Interpreter,Interpreter,chartevents,Adm History/FHPA,,Text,,
16482,0.22522239379073802,220074,Central Venous Pressure,CVP,chartevents,Hemodynamics,mmHg,Numeric,,
16280,0.22246211448326753,225086,Unable to assess cognitive / perceptual,Unable to assess cognitive / perceptual,chartevents,Adm History/FHPA,,Checkbox,,
15964,0.21814405378445226,226063,Venous O2 Pressure,PO2 (Venous),chartevents,Labs,mmHg,Numeric,,
15962,0.21811672428635848,223679,TCO2 (calc) Venous,TCO2 (calc) Venous,chartevents,Labs,None,Numeric,,
15959,0.21807573003921782,226062,Venous CO2 Pressure,PCO2 (Venous),chartevents,Labs,mmHg,Numeric,,
15917,0.21750181057924872,226540,Hematocrit (whole blood - calc),Hematocrit (whole blood - calc),chartevents,Labs,None,Numeric,,
15719,0.21479619026796573,224085,Assistance Device,Assistance Device,chartevents,Treatments,,Text,,
15701,0.2145502247851218,228924,Impaired Tissue Perfusion NCP - Expected outcomes,ITP NCP - Expected outcomes,chartevents,Care Plans,,Text,,
15699,0.21452289528702806,228928,Impaired Tissue Perfusion NCP - Interventions,ITP NCP - Interventions,chartevents,Care Plans,,Text,,
15565,0.21269181891474562,224391,ETT Mark (location),ETT Mark (location),chartevents,Respiratory,,Text,,
15492,0.21169429223432312,224283,Multi Lumen Waveform Appear,Multi Lumen Waveform Appear,chartevents,Access Lines - Invasive,,Text,,
15372,0.21005452234869706,229325,CAM-ICU Inattention,CAM-ICU Inattention,chartevents,Pain/Sedation,,Text,,
15308,0.20917997840969652,226185,ICU Consent Signed,ICU Consent Signed,chartevents,General,,Checkbox,,
15134,0.20680231207553873,228101,22 Gauge placed in the field,22 Gauge placed in the field,chartevents,Access Lines - Peripheral,,Checkbox,,
15128,0.20672032358125744,229101,Impaired Tissue Perfusion NCP - Problem resolved,ITP NCP - Problem resolved,chartevents,Care Plans,,Text,,
15046,0.20559981415941297,225175,See chart for initial patient assessment,See chart for initial patient assessment,chartevents,Adm History/FHPA,,Checkbox,,
14960,0.20442464574138097,225313,Bed Bath,Bed Bath,chartevents,Treatments,,Checkbox,,
14928,0.20398737377188067,225189,Incentive Spirometry,Incentive Spirometry,chartevents,Treatments,,Checkbox,,
14820,0.20251158087481724,228902,Altered Respiratory Status NCP - Expected outcomes,ARS NCP - Expected outcomes,chartevents,Care Plans,,Text,,
14796,0.20218362689769204,227375,Daily Wake Up,Daily Wake Up,chartevents,Pain/Sedation,,Text,,
14793,0.20214263265055138,224422,Spont RR,Spont RR,chartevents,Respiratory,bpm,Numeric,,
14786,0.2020469794072232,224421,Spont Vt,Spont Vt,chartevents,Respiratory,mL,Numeric,,
14783,0.20200598516008253,228905,Altered Respiratory Status NCP - Interventions,ARS NCP - Interventions,chartevents,Care Plans,,Text,,
14673,0.20050286276492532,229100,Impaired Tissue Perfusion NCP - Plan revised,ITP NCP - Plan revised,chartevents,Care Plans,,Text,,
14599,0.19949167133545592,225105,Unable to assess habits,Unable to assess habits,chartevents,Adm History/FHPA,,Checkbox,,
14592,0.19939601809212773,223780,Daily Wake Up Deferred,Daily Wake Up Deferred,chartevents,Pain/Sedation,,Text,,
14547,0.19878110438501798,226536,Chloride (whole blood),Chloride (whole blood),chartevents,Labs,None,Numeric,,
14544,0.19874011013787732,220073,Central Venous Pressure  Alarm - Low,CVP Alarm - Low,chartevents,Alarms,mmHg,Numeric,,
14512,0.19830283816837704,220072,Central Venous Pressure Alarm - High,CVP Alarm - High,chartevents,Alarms,mmHg,Numeric,,
14354,0.1961438078189694,228890,Pain NCP - Interventions,Pain NCP - Interventions,chartevents,Care Plans,,Text,,
14315,0.19561088260614093,225234,18 Gauge Site Appear,18 Gauge Site Appear,chartevents,Access Lines - Peripheral,,Text,,
14304,0.19546057036662523,229091,Altered Respiratory Status NCP - Problem resolved,ARS NCP - Problem resolved,chartevents,Care Plans,,Text,,
14161,0.19350651125292084,225230,20 Gauge Reason Discontinued,20 Gauge Reason Discontinued,chartevents,Access Lines - Peripheral,,Text,,
14122,0.19297358604009238,228416,Corneal Reflex Right,Corneal Reflex Right,chartevents,Neurological,,Text,,
14087,0.19249531982345144,228415,Corneal Reflex Left,Corneal Reflex Left,chartevents,Neurological,,Text,,
14001,0.19132015140541944,229090,Altered Respiratory Status NCP - Plan revised,ARS NCP - Plan revised,chartevents,Care Plans,,Text,,
13937,0.1904456074664189,228888,Pain NCP - Expected outcomes,Pain NCP - Expected outcomes,chartevents,Care Plans,,Text,,
13818,0.1888195023298397,224715,SBT Started,SBT Started,chartevents,Respiratory,,Text,,
13748,0.18786296989655785,228297,Daily Wake Up Deferred,Daily Wake Up Deferred,chartevents,Pain/Sedation,,Text,,
13728,0.18758967491562017,229107,Pain NCP - Problem resolved,Pain NCP - Problem resolved,chartevents,Care Plans,,Text,,
13711,0.18735737418182316,228015,22 G Phlebitis Scale,22 G Phlebitis Scale,chartevents,Access Lines - Peripheral,,Text,,
13673,0.18683811371804157,228016,22 G Infiltration Scale,22 G Infiltration Scale,chartevents,Access Lines - Peripheral,,Text,,
13666,0.18674246047471338,227293,Multi Lumen Dressing Occlusive,Multi Lumen Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,
13578,0.18553996255858762,229106,Pain NCP - Plan revised,Pain NCP - Plan revised,chartevents,Care Plans,,Text,,
13540,0.18502070209480603,229384,Tongue,Tongue,chartevents,Neurological,,Text,,
13504,0.18452877112911822,224032,Impaired Skin Site #1,Site #1,chartevents,Skin - Impairment,,Text,,
13466,0.18400951066533663,225112,Unable to assess pain,Unable to assess pain,chartevents,Adm History/FHPA,,Checkbox,,
